2026-08-24,15:26:59,TT2_Sensor,0,0,728,723,687,645,100,R
2026-08-24,15:27:02,TT2_Sensor,0,0,728,723,687,645,100,R
2026-08-24,15:27:05,TT2_Sensor,2,0,728,723,687,645,100,R
2026-08-24,15:27:13,TT2_Sensor,2,0,728,723,687,645,100,R
2026-08-24,15:27:16,TT2_Sensor,2,0,728,723,687,645,100,R
2026-08-24,15:27:19,TT2_Sensor,1,0,728,723,687,645,100,R
2026-08-24,15:27:22,TT2_Sensor,1,0,728,723,687,645,100,R
2026-08-24,15:27:25,TT2_Sensor,2,0,728,723,687,645,100,R
2026-08-24,15:27:28,TT2_Sensor,1,0,728,723,687,645,100,R
2026-08-24,15:27:36,TT2_Sensor,1,0,728,723,687,645,100,R
2026-08-24,15:27:39,TT2_Sensor,1,0,728,723,687,645,100,R
2026-08-24,15:27:42,TT2_Sensor,1,0,728,723,687,645,100,R
2026-08-24,15:28:57,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:05,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:08,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:11,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:14,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:17,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:20,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:28,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:31,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:34,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:37,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:40,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:43,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:29:51,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:29:59,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:30:02,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:05,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:14,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:30:17,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:30:25,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:28,TT2_Sensor,1,0,728,723,685,646,100,R
2026-08-24,15:30:31,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:34,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:42,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:45,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:48,TT2_Sensor,0,0,728,723,685,646,100,R
2026-08-24,15:30:56,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:30:59,TT2_Sensor,1,0,728,723,684,646,100,R
2026-08-24,15:31:02,TT2_Sensor,1,0,728,723,684,646,100,R
2026-08-24,15:31:05,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:08,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:11,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:14,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:17,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:20,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:28,TT2_Sensor,1,0,728,723,684,646,100,R
2026-08-24,15:31:31,TT2_Sensor,1,0,728,723,684,646,100,R
2026-08-24,15:31:34,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:37,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:40,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:43,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:46,TT2_Sensor,0,0,728,723,684,646,100,R
2026-08-24,15:31:54,TT2_Sensor,0,0,728,723,684,646,100,R
