2026-08-25,10:30:11,air sample,364.3147,1932.1191,3278.7338,478.6273,Y
2026-08-25,10:30:14,air sample,359.8929,1902.5978,3258.4271,497.1207,Y
2026-08-25,10:30:17,air sample,359.7893,1920.3507,3261.0473,432.6985,Y
2026-08-25,10:30:20,air sample,362.3691,1931.5488,3250.3588,442.4718,Y
2026-08-25,10:30:23,air sample,352.5784,1932.2888,3256.6733,480.9193,N
2026-08-25,10:30:26,air sample,359.4256,1929.2012,3262.3695,435.4321,Y
2026-08-25,10:30:29,air sample,356.123,1910.4399,3264.0613,433.6762,Y
2026-08-25,10:30:32,air sample,368.9931,1902.3416,3262.5506,458.8185,Y
2026-08-25,10:30:35,air sample,367.1899,1928.9291,3277.0128,469.8006,N
2026-08-25,10:30:38,air sample,357.6458,1900.4212,3285.0648,483.8137,N
2026-08-25,10:30:41,air sample,361.9595,1945.2977,3290.231,486.8389,N
2026-08-25,10:30:44,air sample,355.9716,1911.6117,3267.4398,466.3233,N
2026-08-25,10:30:47,air sample,358.8014,1946.5506,3287.6346,442.8622,N
2026-08-25,10:30:50,air sample,364.0645,1935.249,3267.2605,427.7585,N
2026-08-25,10:30:53,air sample,351.1826,1925.8043,3252.6251,457.0842,N
2026-08-25,10:30:56,air sample,367.2194,1933.0673,3271.6892,463.5794,N
2026-08-25,10:30:59,air sample,368.135,1914.1482,3268.6503,418.1124,Y
2026-08-25,10:31:02,air sample,355.6503,1925.2447,3280.2915,455.774,N
2026-08-25,10:31:05,air sample,359.3584,1938.4714,3270.9722,437.2721,N
2026-08-25,10:31:08,air sample,353.6927,1935.3002,3265.1536,497.5628,N
2026-08-25,10:31:11,air sample,353.252,1906.0569,3266.7996,440.7482,N
2026-08-25,10:31:14,air sample,365.1764,1928.1851,3254.6291,408.8743,N
2026-08-25,10:31:17,air sample,361.9818,1918.887,3295.4914,410.8938,N
2026-08-25,10:31:20,air sample,358.4407,1936.524,3261.3723,415.5596,Y
2026-08-25,10:31:23,air sample,359.9657,1928.2259,3264.3639,400.4449,N
2026-08-25,10:31:26,air sample,368.3211,1949.7237,3272.307,485.8712,N
2026-08-25,10:31:29,air sample,352.5958,1936.7531,3255.6239,493.4874,Y
2026-08-25,10:31:32,air sample,352.3032,1910.4173,3268.181,437.9565,N
2026-08-25,10:31:35,air sample,350.1889,1944.8153,3290.0737,418.5804,Y
2026-08-25,10:31:38,air sample,351.7395,1933.5835,3274.2021,441.0336,Y
2026-08-25,10:31:41,air sample,366.8948,1931.4727,3289.2762,496.1765,Y
2026-08-25,10:31:44,air sample,366.2167,1938.502,3297.0661,429.5334,N
2026-08-25,10:31:47,air sample,359.2751,1939.8376,3283.5544,417.9275,Y
2026-08-25,10:31:50,air sample,353.3075,1914.4101,3263.5027,478.9972,Y
2026-08-25,10:31:53,air sample,350.6327,1907.5973,3261.877,425.6508,Y
2026-08-25,10:31:56,air sample,352.7848,1920.8757,3274.5828,405.2656,N
2026-08-25,10:31:59,air sample,368.3518,1913.2921,3264.4475,428.5293,Y
2026-08-25,10:32:02,air sample,362.5845,1904.6673,3298.155,497.3765,N
2026-08-25,10:32:05,air sample,365.7215,1910.7805,3268.0103,428.0434,N
2026-08-25,10:32:08,air sample,363.7189,1941.4619,3276.6587,477.012,N
2026-08-25,10:32:11,air sample,353.6768,1912.9726,3267.7667,467.4889,Y
2026-08-25,10:32:14,air sample,363.6537,1927.5888,3290.7041,411.0684,N
2026-08-25,10:32:17,air sample,350.0223,1949.6817,3261.0223,481.8262,Y
2026-08-25,10:32:20,air sample,360.0043,1917.3162,3297.1513,468.6645,Y
2026-08-25,10:32:23,air sample,366.1322,1911.5936,3266.1547,436.4854,N
2026-08-25,10:32:26,air sample,367.9533,1929.3005,3278.1182,476.592,Y
2026-08-25,10:32:29,air sample,367.9983,1949.1237,3254.4968,414.0521,Y
2026-08-25,10:32:32,air sample,364.3729,1900.2262,3291.0403,429.6923,Y
2026-08-25,10:32:35,air sample,362.7308,1934.5663,3299.8748,498.7494,N
2026-08-25,10:32:38,air sample,351.0087,1901.3145,3250.7975,493.8291,N
2026-08-25,10:32:41,air sample,368.7989,1932.5858,3285.7522,487.5576,Y
2026-08-25,10:32:44,air sample,354.3461,1902.0531,3299.6264,491.6107,Y
2026-08-25,10:32:47,air sample,367.6408,1916.7301,3253.9718,402.2046,N
2026-08-25,10:32:50,air sample,354.0799,1902.2028,3257.1076,497.1175,N
2026-08-25,10:32:53,air sample,368.5156,1916.1787,3270.9377,440.3556,N
2026-08-25,10:32:56,air sample,361.0615,1947.0561,3281.4858,456.7414,N
2026-08-25,10:32:59,air sample,367.4921,1928.8591,3292.5262,499.2488,Y
2026-08-25,10:33:02,air sample,365.6451,1947.3082,3288.1637,461.6693,N
2026-08-25,10:33:05,air sample,362.0277,1908.1762,3285.3892,455.8541,N
2026-08-25,10:33:08,air sample,367.2531,1932.8999,3299.4432,492.0647,N
2026-08-25,10:33:11,air sample,365.8197,1941.6628,3268.8842,495.9339,N
2026-08-25,10:33:14,air sample,363.333,1921.4653,3282.5415,449.3263,Y
2026-08-25,10:33:17,air sample,367.7341,1922.418,3260.7446,471.7235,Y
2026-08-25,10:33:20,air sample,357.9122,1939.437,3299.8072,446.4253,N
