2026-09-07,10:42:37,TT2_Sensor,0,0,0,0,0,0,100,W
2026-09-07,10:42:45,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:42:48,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:42:56,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:42:59,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:43:02,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:43:05,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:43:08,TT2_Sensor,0,0,732,727,0,0,100,W
2026-09-07,10:43:11,TT2_Sensor,0,0,732,727,692,650,100,W
2026-09-07,10:43:14,TT2_Sensor,0,0,732,727,692,650,100,W
2026-09-07,10:43:17,TT2_Sensor,0,0,732,727,692,650,100,W
2026-09-07,10:43:20,TT2_Sensor,0,0,732,727,692,650,100,W
2026-09-07,10:43:23,TT2_Sensor,0,0,732,727,692,650,100,W
2026-09-07,10:43:26,TT2_Sensor,0,0,732,727,692,650,100,W
2026-09-07,10:43:29,TT2_Sensor,0,0,732,727,692,650,100,R
2026-09-07,10:43:32,TT2_Sensor,4,0,732,727,692,650,100,R
2026-09-07,10:43:35,TT2_Sensor,3,0,732,727,692,650,100,R
2026-09-07,10:43:38,TT2_Sensor,3,0,732,727,692,650,100,R
2026-09-07,10:43:41,TT2_Sensor,3,0,732,727,692,650,100,R
2026-09-07,10:43:44,TT2_Sensor,3,0,732,727,692,650,100,R
2026-09-07,10:43:47,TT2_Sensor,3,0,732,727,692,650,100,R
2026-09-07,10:43:50,TT2_Sensor,2,0,732,727,692,650,100,R
2026-09-07,10:43:53,TT2_Sensor,2,0,732,727,692,650,100,R
2026-09-07,10:43:56,TT2_Sensor,2,0,732,727,692,650,100,R
2026-09-07,10:43:59,TT2_Sensor,2,0,732,727,692,650,100,R
2026-09-07,10:44:02,TT2_Sensor,2,0,732,727,692,650,100,R
2026-09-07,10:44:05,TT2_Sensor,2,0,732,727,691,649,100,R
2026-09-07,10:44:08,TT2_Sensor,3,0,732,727,691,649,100,R
2026-09-07,10:44:16,TT2_Sensor,3,0,732,727,691,649,100,R
2026-09-07,10:44:24,TT2_Sensor,1,0,732,727,691,649,100,R
2026-09-07,10:44:32,TT2_Sensor,1,0,732,727,691,649,100,R
2026-09-07,10:44:35,TT2_Sensor,2,0,732,727,691,649,100,R
2026-09-07,10:44:38,TT2_Sensor,1,0,732,727,691,649,100,R
2026-09-07,10:44:41,TT2_Sensor,1,0,732,727,691,649,100,R
2026-09-07,10:44:49,TT2_Sensor,0,0,732,727,691,650,100,R
