2026-09-07,11:17:52,air sample,369.502,1914.906,3257.3976,416.2077,N
2026-09-07,11:17:55,air sample,364.7945,1929.1714,3252.781,451.1259,Y
2026-09-07,11:17:58,air sample,363.681,1947.3498,3255.8015,462.0945,Y
2026-09-07,11:18:01,air sample,354.9839,1948.0447,3290.5764,490.5975,Y
2026-09-07,11:18:04,air sample,368.3474,1912.8623,3278.3296,432.4718,N
2026-09-07,11:18:07,air sample,359.3188,1919.2903,3297.3937,409.9491,N
2026-09-07,11:18:10,air sample,367.8785,1926.1438,3290.9625,467.1152,N
2026-09-07,11:18:13,air sample,358.0544,1908.9874,3269.254,488.0821,N
2026-09-07,11:18:16,air sample,367.3112,1919.0663,3297.8305,462.2429,N
2026-09-07,11:18:19,air sample,358.5437,1914.5577,3264.5921,439.787,N
2026-09-07,11:18:22,air sample,356.6752,1926.4825,3279.6019,447.2759,N
2026-09-07,11:18:25,air sample,356.4338,1940.61,3269.3551,440.0352,Y
2026-09-07,11:18:28,air sample,359.2909,1938.4322,3285.9758,404.3194,N
2026-09-07,11:18:31,air sample,366.6299,1905.6085,3257.6685,447.2609,N
2026-09-07,11:18:34,air sample,362.4339,1942.4209,3267.5612,432.4415,Y
2026-09-07,11:18:37,air sample,367.5017,1945.4642,3299.8798,484.4493,N
