2026-08-21,09:14:33,air sample,350.4337,1925.1717,3288.3508,401.8791,N
2026-08-21,09:14:36,air sample,361.3616,1924.9005,3281.8739,411.8827,Y
2026-08-21,09:14:39,air sample,363.3553,1900.1199,3265.9647,465.0853,Y
2026-08-21,09:14:42,air sample,354.3244,1935.3693,3264.806,408.7265,Y
2026-08-21,09:14:45,air sample,361.7688,1934.4723,3251.6006,420.1881,N
2026-08-21,09:14:48,air sample,369.8004,1943.3067,3267.6984,401.4013,N
2026-08-21,09:14:51,air sample,351.7936,1918.9481,3295.2707,495.1124,N
2026-08-21,09:14:54,air sample,360.5703,1910.611,3256.9659,423.957,Y
2026-08-21,09:14:57,air sample,350.1,1936.2269,3291.0187,470.0334,N
2026-08-21,09:15:00,air sample,366.3148,1901.1936,3256.6121,418.5567,N
2026-08-21,09:15:03,air sample,362.8902,1935.4593,3269.714,440.9179,Y
2026-08-21,09:15:06,air sample,351.0384,1932.0471,3273.8051,427.4227,N
2026-08-21,09:15:09,air sample,350.6959,1901.7868,3296.7776,430.0466,Y
2026-08-21,09:15:12,air sample,363.0732,1936.9127,3265.192,426.5896,N
2026-08-21,09:15:15,air sample,353.8929,1935.955,3279.8558,427.453,N
2026-08-21,09:15:18,air sample,360.8489,1945.307,3256.3136,405.0159,Y
2026-08-21,09:15:21,air sample,357.1657,1917.9911,3277.532,455.0368,N
2026-08-21,09:15:24,air sample,369.7863,1938.3283,3266.2933,488.4467,N
2026-08-21,09:15:27,air sample,361.3208,1936.4238,3289.348,433.4164,N
2026-08-21,09:15:30,air sample,358.3689,1932.998,3276.0189,453.178,Y
2026-08-21,09:15:33,air sample,364.9002,1920.9925,3253.2689,409.964,N
2026-08-21,09:15:36,air sample,355.8528,1923.8175,3284.6419,408.8642,Y
2026-08-21,09:15:39,air sample,359.6898,1941.8376,3288.9111,411.9073,N
2026-08-21,09:15:42,air sample,366.1767,1948.5894,3279.6904,443.642,N
2026-08-21,09:18:54,air sample,355.0595,1930.6901,3253.2273,423.0071,Y
2026-08-21,09:18:57,air sample,369.0394,1949.9316,3277.7997,450.7549,Y
2026-08-21,09:19:00,air sample,356.9008,1920.0279,3273.7544,432.5729,N
2026-08-21,09:21:42,air sample,367.1548,1941.5064,3256.0776,451.0831,N
2026-08-21,09:21:45,air sample,352.4686,1915.7471,3277.0636,458.0595,Y
2026-08-21,09:21:54,air sample,351.3735,1940.9726,3284.7945,468.0683,N
2026-08-21,09:21:57,air sample,356.6871,1923.2571,3263.6407,482.5302,N
2026-08-21,09:22:00,air sample,359.3339,1921.6817,3275.0575,478.0321,Y
2026-08-21,09:22:03,air sample,361.7652,1903.6168,3289.5374,402.6781,Y
2026-08-21,09:22:06,air sample,352.8967,1907.631,3273.7986,429.6045,N
2026-08-21,09:22:09,air sample,363.6503,1907.3162,3274.3852,475.2189,Y
2026-08-21,09:22:12,air sample,367.797,1930.7002,3258.4039,494.3878,Y
2026-08-21,09:35:08,air sample,366.5221,1946.813,3278.0373,411.6822,N
2026-08-21,09:35:11,air sample,350.5349,1940.2162,3264.3842,464.5604,N
2026-08-21,09:35:14,air sample,364.7133,1947.9448,3273.1444,440.4171,N
2026-08-21,09:35:17,air sample,353.6553,1946.0159,3297.8779,421.7891,N
2026-08-21,09:36:14,air sample,368.4243,1912.8012,3270.0744,420.1481,N
2026-08-21,09:36:17,air sample,364.6586,1949.988,3295.3908,440.7851,N
2026-08-21,09:36:20,air sample,358.5206,1921.6708,3280.8028,461.37,N
